"spkid","full_name","pdes","name","prefix","neo","pha","sats","H","G","M1","M2","K1","K2","PC","diameter","extent","albedo","rot_per","GM","BV","UB","IR","spec_B","spec_T","H_sigma","diameter_sigma","orbit_id","epoch","epoch_mjd","epoch_cal","equinox","e","a","q","i","om","w","ma","ad","n","tp","tp_cal","per","per_y","moid","moid_ld","moid_jup","t_jup","sigma_e","sigma_a","sigma_q","sigma_i","sigma_om","sigma_w","sigma_ma","sigma_ad","sigma_n","sigma_tp","sigma_per","class","producer","data_arc","first_obs","last_obs","n_obs_used","n_del_obs_used","n_dop_obs_used","condition_code","rms","two_body","A1","A1_sigma","A2","A2_sigma","A3","A3_sigma","DT","DT_sigma"
54197603,"       (2013 TM228)","2013 TM228",,,N,N,0,7.74,,,,,,,,,,,,,,,,,.2357,,1,2460200.5,60200,2023-09-13.0000000,J2000,.07300254738603947,43.14012878976359,39.99078949354903,1.148961419591506,171.4835397665076,179.5176124549965,17.95940427181846,46.28946808597815,.003478419186640311,2455037.406276047524,2009-07-24.9062760,103495.2892919476,283.354659252423,38.9846,15171.636782,35.019,5.863,.00027736,.016874,.0045736,.00081266,.0071931,.30467,.26559,.018105,2.0408E-6,75.314,60.721,TNO,"Otto Matic",1800,2013-10-13,2018-09-17,15,,,4,.21401,,,,,,,,,
54197595,"       (2013 TN228)","2013 TN228",,,N,N,0,7.80,,,,,,,,,,,,,,,,,.39997,,2,2460200.5,60200,2023-09-13.0000000,J2000,.6341473114417778,90.93813551434023,33.26996137039332,19.25268175587911,174.9328321547812,225.3583017763698,356.009387103018,148.6063096582871,.001136540733294382,2463711.692146554087,2033-04-24.1921466,316750.6359024216,867.215977830039,32.3053,12572.253601,28.4321,6.161,.00017576,.048608,.0021311,.00029549,.0001837,.0092648,.0044018,.079433,9.1126E-7,1.2823,253.96,TNO,"Otto Matic",3305,2013-10-13,2022-10-31,25,,,3,.13817,,,,,,,,,
54197597,"       (2013 TO228)","2013 TO228",,,N,N,0,7.09,,,,,,,,,,,,,,,,,.3358,,1,2460200.5,60200,2023-09-13.0000000,J2000,.03926810096715904,44.4131244093924,42.66910535581739,3.289050397254698,20.08581499525044,187.037819011324,168.8095536527824,46.15714346296741,.003329945183821551,2409506.105848126550,1884-11-25.6058481,108109.8877390085,295.988741243007,41.6638,16214.301046,37.2127,5.946,.00026818,.0090968,.017888,.0010154,.0039992,.92532,1.0044,.009454,1.0231E-6,299.48,33.215,TNO,"Otto Matic",1870,2013-10-13,2018-11-26,15,,,5,.22516,,,,,,,,,
54197598,"       (2013 TP228)","2013 TP228",,,N,N,0,6.87,,,,,,,,,,,,,,,,,.38009,,1,2460200.5,60200,2023-09-13.0000000,J2000,.04289900183738862,45.4831408193963,43.53195947781481,3.335803072984475,159.3439337230957,80.19065088437254,128.7555573596175,47.43432216097779,.003213130786151082,2420128.817292726788,1913-12-27.3172927,112040.2572941121,306.749506623168,42.5206,16547.741902,38.1423,6.012,.00083411,.013122,.036631,.00090938,.0071543,.81031,.92638,.013685,1.3905E-6,278.01,48.485,TNO,"Otto Matic",1488,2013-10-13,2017-11-09,19,,,5,.18945,,,,,,,,,
54197596,"       (2013 TQ228)","2013 TQ228",,,N,N,0,7.70,,,,,,,,,,,,,,,,,.37147,,1,2460200.5,60200,2023-09-13.0000000,J2000,.1589026725736163,42.68978218369543,35.90626170312067,5.464792158352955,16.15217453192187,280.3690704482099,64.33942610117882,49.47330266427018,.003533606340601106,2441992.635314587998,1973-11-06.1353146,101878.9206549703,278.929283107379,34.8944,13579.853648,30.7776,5.752,.00055807,.0181,.013041,.00085744,.0014575,.066269,.07706,.020977,2.2474E-6,11.733,64.795,TNO,"Otto Matic",1870,2013-10-13,2018-11-26,10,,,4,.19253,,,,,,,,,
54197604,"       (2013 TS228)","2013 TS228",,,N,N,0,7.71,,,,,,,,,,,,,,,,,,,"JPL 2",2460200.5,60200,2023-09-13.0000000,J2000,.04261312168641225,43.77687400323342,41.91140474428289,1.546683983924905,113.9807825658115,238.0671013545785,25.68550661081274,45.64234326218394,.0034028041532593,2452652.164728864735,2003-01-12.6647289,105795.0983324098,289.651193244106,40.9057,15919.271269,36.939,5.913,.0001928,.010014,.0028073,6.2117E-5,.012835,.23233,.21051,.01044,1.1676E-6,62.192,36.3,TNO,"Otto Matic",2210,2013-10-13,2019-11-01,27,,,4,.38765,,,,,,,,,
54197600,"       (2013 TT228)","2013 TT228",,,N,N,0,7.94,,,,,,,,,,,,,,,,,.28772,,1,2460200.5,60200,2023-09-13.0000000,J2000,.07504403296969497,44.30354200163227,40.97882553498751,1.436705990205383,109.1451139174416,298.4508573395669,332.9874246055654,47.62825846827704,.003342307478472984,2468282.513868686913,2045-10-29.0138687,107710.0183985691,294.893958654536,39.9881,15562.168877,35.9844,5.935,.00045757,.038872,.029897,.00024128,.039103,.67437,.58816,.041789,4.3989E-6,166.99,141.76,TNO,"Otto Matic",1823,2013-10-13,2018-10-10,10,,,5,.26628,,,,,,,,,
54197601,"       (2013 TU228)","2013 TU228",,,N,N,0,6.98,,,,,,,,,,,,,,,,,.37563,,1,2460200.5,60200,2023-09-13.0000000,J2000,.06161152235336179,45.84369536749549,43.01919550560034,2.812826568264683,153.9674839095181,25.40879626932789,198.4400549366764,48.66819522939065,.003175299148613491,2511080.728130275391,2163-01-02.2281303,113375.1445614804,310.404228778865,42.022,16353.70174,37.5632,6.032,.0002194,.011128,.019629,.0011792,.016255,.68943,.77909,.011813,1.1561E-6,244.7,41.279,TNO,"Otto Matic",1792,2013-10-13,2018-09-09,11,,,5,.18463,,,,,,,,,
54197602,"       (2013 TV228)","2013 TV228",,,N,N,0,7.34,,,,,,,,,,,,,,,,,.27636,,1,2460200.5,60200,2023-09-13.0000000,J2000,.03595910039850019,42.85417255316742,41.31317505983342,2.474222711160738,88.30450438273385,203.1377580995716,79.05879693339254,44.39517004650142,.003513293263238585,2437697.739481649351,1962-02-02.2394816,102467.9618313869,280.541989955885,40.2965,15682.188905,36.1213,5.852,.0033319,.018288,.152,.00012554,.020045,2.2224,1.8251,.018946,2.249E-6,509.63,65.594,TNO,"Otto Matic",1870,2013-10-13,2018-11-26,9,,,4,.13464,,,,,,,,,
54197605,"       (2013 TW228)","2013 TW228",,,N,N,0,7.37,,,,,,,,,,,,,,,,,.43655,,"JPL 2",2460200.5,60200,2023-09-13.0000000,J2000,.05937546800849348,43.85654960658783,41.25254644845896,3.213557523616803,108.987359927489,290.9161744319514,337.9861831131839,46.46055276471669,.00339353539064088,2466687.486093478959,2041-06-16.9860935,106084.0564659657,290.44231749751,40.2612,15668.451204,36.2778,5.906,.00028229,.013621,.0079522,.00017408,.013141,.27142,.23782,.01443,1.581E-6,69.192,49.423,TNO,"Otto Matic",2175,2013-10-13,2019-09-27,18,,,4,.16327,,,,,,,,,
54197607,"       (2013 TX228)","2013 TX228",,,N,N,0,7.25,,,,,,,,,,,,,,,,,.42156,,1,2460200.5,60200,2023-09-13.0000000,J2000,.0242388139883479,43.71653409265181,42.65689715456475,3.339422758610297,105.088993128554,135.1370107774955,130.8845825171808,44.77617103073887,.003409851683550404,2421816.254975916941,1918-08-10.7549759,105576.439508114,289.052538009895,41.6445,16206.790065,37.2615,5.905,.00055513,.012904,.030939,.00020415,.018874,.84571,.90938,.013217,1.5098E-6,260.7,46.746,TNO,"Otto Matic",1792,2013-10-13,2018-09-09,10,,,4,.19802,,,,,,,,,
54197606,"       (2013 TY228)","2013 TY228",,,N,N,0,6.98,,,,,,,,,,,,,,,,,.27458,,1,2460200.5,60200,2023-09-13.0000000,J2000,.1326701343602679,45.42928943702876,39.40217950352665,4.772545469219297,85.08627049123722,121.753060888093,160.6505444935318,51.45639937053086,.00321884569400026,2410291.135039456844,1887-01-19.6350395,111841.3351317272,306.204887424304,38.3995,14943.933415,33.9516,5.952,.0006701,.020741,.038867,.00029474,.021047,.58325,.7705,.023493,2.2044E-6,229.46,76.594,TNO,"Otto Matic",1436,2013-10-13,2017-09-18,9,,,5,.14094,,,,,,,,,
54197608,"       (2013 TZ228)","2013 TZ228",,,N,N,0,7.50,,,,,,,,,,,,,,,,,.19058,,2,2460200.5,60200,2023-09-13.0000000,J2000,.0345614979984547,44.25234911599034,42.72292164059112,3.937090043725302,66.79281219631852,90.52305125671494,222.9559412817128,45.78177659138957,.003348108927760565,2501132.280200458183,2135-10-07.7802005,107523.383428505,294.382979954839,41.7336,16241.465112,37.3121,5.933,.00037453,.018851,.034203,.00049164,.011373,.3453,.36518,.019503,2.1394E-6,105.23,68.706,TNO,"Otto Matic",3303,2013-10-13,2022-10-29,11,,,4,.19242,,,,,,,,,
54197609,"       (2013 TA229)","2013 TA229",,,N,N,0,8.17,,,,,,,,,,,,,,,,,.42771,,1,2460200.5,60200,2023-09-13.0000000,J2000,.1279711005809447,41.85318261385169,36.49718477194182,23.5007853163339,176.1428446846705,254.8462079191211,321.4027078043748,47.20918045576155,.003640083460673176,2470803.908579122857,2052-09-23.4085791,98898.83127389163,270.770243049669,35.5881,13849.820877,31.8636,5.283,.00038325,.01351,.021249,.00078064,.00053461,.2053,.14869,.015239,1.7625E-6,36.687,47.886,TNO,"Otto Matic",1850,2013-10-13,2018-11-06,12,,,4,.18555,,,,,,,,,
54197611,"       (2013 TB229)","2013 TB229",,,N,N,0,7.21,,,,,,,,,,,,,,,,,.34,,1,2460200.5,60200,2023-09-13.0000000,J2000,.01232311158513628,43.88187309547198,43.34111187675169,3.652097915542123,127.9505616731281,43.18481391446419,215.7764867909568,44.42263431419227,.003390598286419509,2502736.802158444152,2140-02-28.3021584,106175.9517315636,290.693913022761,42.3467,16480.065239,37.8937,5.914,.00029869,.013887,.019208,.00042059,.017109,3.8537,3.9488,.014059,1.6095E-6,1151.1,50.403,TNO,"Otto Matic",1415,2013-10-13,2017-08-28,19,,,5,.23298,,,,,,,,,
54197619,"       (2013 TC229)","2013 TC229",,,N,N,0,8.09,,,,,,,,,,,,,,,,,,,"JPL 2",2460200.5,60200,2023-09-13.0000000,J2000,.2265002238856694,48.15594621812922,37.2486136182967,8.164967187594655,169.8633265349571,239.9861651994771,345.4309812625079,59.06327881796174,.002949369554047104,2465140.206086509448,2037-03-22.7060865,122059.983804339,334.182022736041,36.2658,14113.561386,32.2845,5.974,.00013149,.017758,.013704,.00036499,.0013926,.14446,.089548,.021781,1.6314E-6,27.94,67.518,TNO,"Otto Matic",2237,2013-10-13,2019-11-28,14,,,4,.46553,,,,,,,,,
54197612,"       (2013 TD229)","2013 TD229",,,N,N,0,7.16,,,,,,,,,,,,,,,,,.34259,,1,2460200.5,60200,2023-09-13.0000000,J2000,.08875441078690295,44.09351049838105,40.18001695457112,3.715078655946051,101.5574352919631,190.322394184832,80.83269934240045,48.00700404219098,.003366216614224068,2436187.577301906535,1957-12-15.0773019,106944.9893624811,292.799423305903,39.1633,15241.181461,35.0028,5.905,.00052213,.013293,.025474,4.7201E-5,.015521,.18152,.15666,.014473,1.5222E-6,36.115,48.361,TNO,"Otto Matic",1794,2013-10-13,2018-09-11,15,,,4,.18633,,,,,,,,,
54197610,"       (2013 TE229)","2013 TE229",,,N,N,0,8.86,,,,,,,,,,,,,,,,,.22986,,1,2460200.5,60200,2023-09-13.0000000,J2000,.2100410475793673,39.78216082270414,31.4262740885325,3.962254777360418,129.3400927925944,216.0942747893532,29.41238119265974,48.13804755687578,.003928000377030099,2452712.623633018085,2003-03-14.1236330,91649.68570399946,250.923164145105,30.4194,11838.317898,26.4442,5.525,.00031896,.023934,.0093825,.00032102,.0093182,.15212,.1138,.028961,3.5448E-6,23.706,82.708,TNO,"Otto Matic",1432,2013-10-13,2017-09-14,10,,,4,.20642,,,,,,,,,
54197620,"       (2013 TF229)","2013 TF229",,,N,N,0,6.87,,,,,,,,,,,,,,,,,.25384,,1,2460200.5,60200,2023-09-13.0000000,J2000,.1564799165807694,39.66006538721481,33.45406166383557,14.573952141653,29.46132829188407,207.3430536372275,140.7170730780417,45.86606911059404,.003946153139781119,2424541.196345644901,1926-01-25.6963456,91228.08650552474,249.768888447706,32.4487,12628.060579,28.1014,5.409,.0086501,.097435,.26225,.0039764,.0035242,3.6034,5.2931,.11268,1.4542E-5,1211.,336.19,TNO,"Otto Matic",401,2013-10-13,2014-11-18,13,,,7,.12512,,,,,,,,,
54197621,"       (2013 TG229)","2013 TG229",,,N,N,0,7.02,,,,,,,,,,,,,,,,,.46167,,1,2460200.5,60200,2023-09-13.0000000,J2000,.0349466478895673,44.85083263553344,43.28344637986554,3.899949493843623,112.7144275077672,21.26701408412865,257.3129720171075,46.41821889120133,.003281317910077513,2491494.946559878375,2109-05-19.4465599,109712.015070035,300.375126817344,42.2967,16460.606739,37.9389,5.971,.00073237,.016823,.026483,9.487E-5,.017212,.92382,1.0166,.017411,1.8462E-6,294.45,61.727,TNO,"Otto Matic",1432,2013-10-13,2017-09-14,16,,,5,.20348,,,,,,,,,
54197622,"       (2013 TH229)","2013 TH229",,,N,N,0,7.19,,,,,,,,,,,,,,,,,.43432,,1,2460200.5,60200,2023-09-13.0000000,J2000,.03634931661358403,43.15217918028091,41.58362695669077,4.140269054572974,118.5923449082094,6.174481022768321,266.0526759677633,44.72073140387105,.003476962248059532,2487220.443654742874,2097-09-03.9436547,103538.6565387396,283.473392303189,40.5978,15799.445826,36.2735,5.861,.00070385,.015995,.029788,.00025556,.017761,.62477,.68957,.016576,1.9332E-6,185.68,57.567,TNO,"Otto Matic",1432,2013-10-13,2017-09-14,12,,,5,.24255,,,,,,,,,
54197627,"       (2013 TJ229)","2013 TJ229",,,N,N,0,7.63,,,,,,,,,,,,,,,,,.35891,,1,2460200.5,60200,2023-09-13.0000000,J2000,.3580352520447415,57.40557517504016,36.85235559847131,37.03967521283462,187.6960590108646,199.242412018329,3.240544467595849,77.95879475160901,.002266068139967508,2458770.470421259127,2019-10-13.9704213,158865.4787782162,434.949976121057,35.8748,13961.395916,31.9744,5.042,.00024575,.024491,.0024492,.00076517,.00027296,.068844,.030556,.03326,1.4502E-6,13.355,101.67,TNO,"Otto Matic",1442,2013-10-13,2017-09-24,17,,,4,.27046,,,,,,,,,
54199263,"       (2013 TM229)","2013 TM229",,,N,N,0,6.69,,,,,,,,,,,,,,,,,.36186,,1,2460200.5,60200,2023-09-13.0000000,J2000,.05468834317256176,43.69673366740161,41.30703170107871,4.218924914232928,98.7599596518955,72.68138580590966,215.2881192315906,46.08643563372451,.003412169619776426,2502611.017909098344,2139-10-25.5179091,105504.7199041612,288.85618043576,40.3143,15689.116131,35.8694,5.891,.00028109,.01085,.020458,.00012485,.013666,.47796,.53607,.011443,1.2709E-6,155.42,39.295,TNO,"Otto Matic",1831,2013-10-13,2018-10-18,30,,,4,.13426,,,,,,,,,
54199497,"       (2013 TN229)","2013 TN229",,,N,N,0,7.59,,,,,,,,,,,,,,,,,.57153,,1,2460200.5,60200,2023-09-13.0000000,J2000,.2307789639740619,45.79803616827945,35.22881282931731,17.70348536123978,155.4638864055327,152.8676755471791,51.48630410363305,56.3672595072416,.003180048841768066,2444010.087001497959,1979-05-16.5870015,113205.8084365285,309.940611735875,34.2237,13318.837329,30.2017,5.614,.00046044,.018827,.011189,.00064225,.001609,.053565,.046754,.023172,1.9609E-6,7.2309,69.806,TNO,"Otto Matic",1861,2013-10-02,2018-11-06,22,,,4,.1978,,,,,,,,,
54199496,"       (2013 TO229)","2013 TO229",,,N,N,0,6.98,,,,,,,,,,,,,,,,,.55936,,1,2460200.5,60200,2023-09-13.0000000,J2000,.03254930426230314,44.1826428020406,42.74452851836433,1.047225714254218,96.66580479572572,75.37207080559806,207.2074434412159,45.62075708571688,.003356035446348868,2505728.194507819244,2148-05-07.6945078,107269.4272021635,293.687685700653,41.7492,16247.536164,37.2972,5.942,.0001956,.011434,.019678,4.267E-5,.03272,.16686,.17065,.011806,1.3028E-6,47.218,41.64,TNO,"Otto Matic",5514,2003-10-22,2018-11-26,16,,,4,.20213,,,,,,,,,
54199498,"       (2013 TP229)","2013 TP229",,,N,N,0,7.84,,,,,,,,,,,,,,,,,.5959,,1,2460200.5,60200,2023-09-13.0000000,J2000,.1503641771003548,42.99720017724364,36.53196155497317,23.15751829753255,167.3603190431764,246.3524376359051,337.4693976446491,49.46243879951411,.003495777708562293,2466645.590115474502,2041-05-06.0901155,102981.3763953707,281.947642424013,35.6096,13858.188032,31.8772,5.347,.00018658,.014991,.005049,.00044357,.00043277,.062983,.055915,.017245,1.8282E-6,12.678,53.858,TNO,"Otto Matic",6308,2001-08-19,2018-11-26,14,,,4,.28031,,,,,,,,,
54199501,"       (2013 TQ229)","2013 TQ229",,,N,N,0,8.04,,,,,,,,,,,,,,,,,.40944,,1,2460200.5,60200,2023-09-13.0000000,J2000,.1628605393680018,39.76214250423622,33.28645852956896,5.560523772673405,30.71532421113276,259.8086558365562,72.38776161226684,46.23782647890349,.003930967088085712,2441785.753707245367,1973-04-13.2537072,91580.51744852218,250.733791782402,32.2744,12560.228248,28.1324,5.560,7.6608E-5,.0093402,.0052814,.000453,.0017894,.055393,.060858,.010861,1.3851E-6,9.0087,32.269,TNO,"Otto Matic",6667,2000-08-25,2018-11-26,15,,,4,.1835,,,,,,,,,
54200431,"       (2013 TS229)","2013 TS229",,,N,N,0,7.29,,,,,,,,,,,,,,,,,.45913,,1,2460200.5,60200,2023-09-13.0000000,J2000,.07374162346668882,44.56964567382298,41.28300764450019,1.169200900387926,91.93615003697724,5.348985927731165,289.0532019081646,47.85628370314577,.003312419263789672,2481618.923346163785,2082-05-04.4233462,108681.8942080814,297.554809604603,40.2985,15682.967245,36.1025,5.953,.00064001,.018307,.025669,.00013348,.049391,.22755,.2387,.019657,2.0409E-6,58.876,66.962,TNO,"Otto Matic",1840,2013-10-04,2018-10-18,11,,,4,.16235,,,,,,,,,
3755401,"       (2013 UE15)","2013 UE15",,,N,N,0,8.5,,,,,,,,,,,,,,,,,,,6,2460200.5,60200,2023-09-13.0000000,J2000,.6567386713218574,60.88530156773628,20.89956951311056,6.729285489350931,24.07217247427971,18.77411361234542,9.052304054725944,100.871033622362,.002074604815871711,2455837.112821164048,2011-10-02.6128212,173527.0241570005,475.091099676935,19.9082,7747.674194,15.9294,5.209,1.8275E-5,.0034605,7.6957E-5,3.2415E-5,.0001707,.000522,.00078906,.0057331,1.7687E-7,.037256,14.794,TNO,"Otto Matic",4785,2003-11-16,2016-12-22,104,,,2,.4503,,,,,,,,,
3757871,"       (2013 UH15)","2013 UH15",,,N,N,0,7.7,,,,,,,,,,,,,,,,,,,3,2460200.5,60200,2023-09-13.0000000,J2000,.8052074207170529,180.3603066508926,35.13284933279066,26.02816742766072,176.446726137582,282.4388396536185,355.12299129592,325.5877639689946,.000406904625141829,2472186.131036708040,2056-07-06.6310367,884728.2084211253,2422.25382182375,34.2459,13327.476903,30.5265,6.303,.011316,9.2937,.23633,.005721,.0071716,.28145,.40478,16.777,3.1451E-5,68.407,68383.,TNO,"Otto Matic",717,2013-10-29,2015-10-16,10,,,5,.16279,,,,,,,,,
3757903,"       (2013 UJ15)","2013 UJ15",,,N,N,0,7.0,,,,,,,,,,,,,,,,,,,"JPL 3",2456765.5,56765,2014-04-18.0000000,J2000,.2892266536975913,52.27539520827334,37.15595758146534,33.08887143171131,169.7711588938288,48.16335088148183,134.7061403412517,67.39483283508133,.002607702760052082,2405108.485095984906,1872-11-10.9850960,138052.5439919425,377.967266233929,36.2383,14102.859211,32.1372,5.184,.041462,1.2769,1.2621,.03493,.025214,15.706,28.305,1.6462,9.5547E-5,8963.1,5058.3,TNO,"Otto Matic",362,2013-10-28,2014-10-25,15,,,8,.43212,,,,,,,,,
3757916,"       (2013 UK15)","2013 UK15",,,N,N,0,6.00,,,,,,,,,,,,,,,,,,,5,2460200.5,60200,2023-09-13.0000000,J2000,.1918531834122514,48.33209655050987,39.05942996630625,11.69629182424051,119.4694158685879,32.10956478170746,241.5868328999042,57.60476313471348,.002933260421401661,2500569.628576559189,2134-03-24.1285766,122730.3233539604,336.017312399618,38.0751,14817.686667,33.693,5.966,.00046867,.014404,.027035,.00051659,.0071284,.13823,.2132,.017167,1.3112E-6,67.311,54.863,TNO,"Otto Matic",2535,2013-10-13,2020-09-21,24,,,5,.33015,,,,,,,,,
3766563,"       (2013 UN15)","2013 UN15",,,N,N,0,7.3,,,,,,,,,,20.3,,,,,,,,,4,2460200.5,60200,2023-09-13.0000000,J2000,.05318733409921353,45.52016320038838,43.0990670719986,3.355812490964518,165.9619136023242,127.3035053327294,88.86442395193791,47.94125932877816,.003209211636277531,2432510.078169480072,1947-11-20.5781695,112177.0829728063,307.124114915281,42.0835,16377.635695,37.931,6.011,.00060104,.0060546,.02462,.00097956,.010186,.10613,.096477,.0063767,6.4029E-7,25.028,22.381,TNO,"Otto Matic",1452,2013-08-02,2017-07-24,44,,,4,.22773,,,,,,,,,
3766565,"       (2013 UO15)","2013 UO15",,,N,N,0,6.8,,,,,,,,,,,,,,,,,,,5,2460200.5,60200,2023-09-13.0000000,J2000,.04533031720852757,43.68494151585467,41.70468925970501,3.719280220381235,64.1827676711476,212.7001630751915,106.7800227004166,45.66519377200434,.00341355131567963,2428919.287905739468,1938-01-20.7879057,105462.0149831627,288.739260734189,40.6883,15834.665711,36.4555,5.896,.00077714,.0067649,.030589,.0011326,.018764,.24998,.33487,.0070716,7.9292E-7,91.989,24.497,TNO,"Otto Matic",1513,2013-08-02,2017-09-23,25,,,4,.10972,,,,,,,,,
3766560,"       (2013 UP15)","2013 UP15",,,N,N,0,7.54,,,,,,,,,,16.01,,,,,,,,,6,2460200.5,60200,2023-09-13.0000000,J2000,.08717387167088678,47.05907511968347,42.95675334424956,2.467868697782454,82.18509712591072,325.1166459253811,345.4882588807862,51.16139689511738,.003053085683037948,2464953.639160108329,2036-09-17.1391601,117913.4938793414,322.829552031051,41.9661,16331.947137,37.9636,6.097,9.9565E-5,.0056086,.004317,.00033486,.015986,.13066,.10755,.0060975,5.4581E-7,34.893,21.08,TNO,"Otto Matic",3015,2013-08-30,2021-12-01,50,,,4,.16484,,,,,,,,,
3775193,"       (2013 UQ15)","2013 UQ15",,,N,N,0,6.62,,,,,,,,,,,,,,,,,,,8,2460200.5,60200,2023-09-13.0000000,J2000,.1056998683126377,43.05953912075491,38.50815150608824,27.25401369231604,189.0718860898737,15.64943015976659,181.6043062910169,47.61092673542157,.00348818899997617,2511343.283177804267,2163-09-21.7831778,103205.4169090205,282.561031920658,37.5117,14598.428289,33.0693,5.207,8.2941E-5,.0043599,.007443,.00039985,.00012659,.037408,.046135,.0048207,5.2978E-7,15.556,15.675,TNO,"Otto Matic",4351,2006-10-13,2018-09-11,76,,,3,.29166,,,,,,,,,
3775184,"       (2013 UR15)","2013 UR15",,,N,N,0,11.1,,,,,,,,,,,,,,,,,,,4,2460200.5,60200,2023-09-13.0000000,J2000,.7240197382147907,56.92685686892446,15.71068886129491,22.2178760973363,194.5133752575083,163.9262594601109,10.35580368136909,98.14302487655401,.002294712416417258,2455687.601735590186,2011-05-06.1017356,156882.4038360629,429.520612829741,14.7127,5725.741459,10.8046,4.316,7.8452E-5,.016663,.00027514,.0003167,.00010143,.0034372,.0045502,.028728,1.0075E-6,.1511,68.883,TNO,"Otto Matic",1568,2013-09-04,2017-12-20,29,,,3,.23337,,,,,,,,,
3775187,"       (2013 US15)","2013 US15",,,N,N,0,7.9,,,,,,,,,,,,,,,,,,,5,2460200.5,60200,2023-09-13.0000000,J2000,.07691377010353395,36.69122898468037,33.86916823373654,2.014144955467589,158.7443872061354,258.7402256879159,340.8647951695692,39.51328973562421,.004434663645707279,2464515.416836805311,2035-07-06.9168368,81178.64820446468,222.255025884914,32.8809,12796.259853,28.847,5.434,.00011027,.0034015,.0040817,.00065574,.015032,.12755,.10575,.0036632,6.1669E-7,23.617,11.289,TNO,"Otto Matic",2276,2013-08-02,2019-10-26,41,,,4,.16604,,,,,,,,,
3787127,"       (2013 UW16)","2013 UW16",,,N,N,0,7.3,,,,,,,,,,,,,,,,,,,2,2460200.5,60200,2023-09-13.0000000,J2000,.07321907476964891,44.73401531867832,41.4586321063134,1.97003496827761,78.18548138364179,36.84617234815885,278.8244995536712,48.00939853104325,.00329417942789001,2484842.600475481195,2091-03-02.1004755,109283.6646820381,299.202367370399,40.4739,15751.227663,36.1997,5.961,.00053541,.0050995,.021902,.0004658,.027683,.088865,.13525,.0054728,5.6328E-7,37.606,18.687,TNO,"Otto Matic",1452,2013-08-02,2017-07-24,57,,,4,.21904,,,,,,,,,
3787129,"       (2013 UX16)","2013 UX16",,,N,N,0,8.0,,,,,,,,,,33.119,,,,,,,,,2,2460200.5,60200,2023-09-13.0000000,J2000,.2320325225387481,39.48709835333113,30.32480731467207,4.40013520303977,37.33717209360914,200.6619879524559,129.1685287260689,48.6493893919902,.003972109769027359,2427681.628106462656,1934-09-01.1281065,90631.93640999311,248.136718439406,29.3125,11407.545625,24.9372,5.475,.00031651,.0074679,.0090213,.00083773,.0045519,.08882,.15238,.0092007,1.1268E-6,30.274,25.711,TNO,"Otto Matic",1489,2013-08-02,2017-08-30,44,,,4,.23135,,,,,,,,,
3787128,"       (2013 UY16)","2013 UY16",,,N,N,0,7.6,,,,,,,,,,,,,,,,,,,2,2460200.5,60200,2023-09-13.0000000,J2000,.09387477256663888,44.36950154438339,40.20432467800926,2.351442286651921,52.99628273908619,226.2255158861285,96.44955201140284,48.53467841075751,.003334857255492435,2431278.856696511499,1944-07-07.3566965,107950.6474848625,295.552765187851,39.1877,15250.677209,34.9736,5.927,.0004882,.0062132,.018527,.00060852,.011484,.063819,.10911,.0067964,7.0048E-7,27.141,22.675,TNO,"Otto Matic",1489,2013-08-02,2017-08-30,45,,,4,.26749,,,,,,,,,
3787126,"       (2013 UZ16)","2013 UZ16",,,N,N,0,7.8,,,,,,,,,,,,,,,,,,,2,2460200.5,60200,2023-09-13.0000000,J2000,.278421953059768,45.00106460646128,32.47178030896153,11.17014281408256,23.06855987654605,98.12865054317139,297.0157390584341,57.53034890396103,.003264900058387627,2479491.828927437607,2076-07-07.3289274,110263.712077541,301.885590903603,31.5051,12260.839767,27.2953,5.658,.00044778,.012298,.012758,.00089137,.00064456,.027513,.072697,.015723,1.3384E-6,14.631,45.201,TNO,"Otto Matic",1480,2013-08-11,2017-08-30,40,,,4,.20882,,,,,,,,,
3787130,"       (2013 UA17)","2013 UA17",,,N,N,0,8.9,,,,,,,,,,,,,,,,,,,2,2460200.5,60200,2023-09-13.0000000,J2000,.155410623849215,39.8205164786223,33.63198517068166,1.972648597096434,30.2926277632944,305.8384897267759,42.46611814407975,46.00904778656293,.003922326489846319,2449373.732199305363,1994-01-21.2321993,91782.26262702195,251.286139978157,32.6224,12695.659408,28.6261,5.593,.00067443,.010139,.019192,.001154,.0089367,.29278,.18033,.011715,1.4981E-6,49.435,35.055,TNO,"Otto Matic",848,2013-08-11,2015-12-07,32,,,4,.20286,,,,,,,,,
3787135,"       (2013 UB17)","2013 UB17",,,N,N,0,7.0,,,,,,,,,,,,,,,,,,,2,2460200.5,60200,2023-09-13.0000000,J2000,.2914707222012429,63.16908043178819,44.75714293754648,32.75550803899987,15.35009929054345,311.030580411042,33.68803297748682,81.5810179260299,.001963121781324345,2443040.060287105331,1976-09-18.5602871,183381.3894913538,502.070881564281,43.8349,17059.228033,40.1637,5.688,.00063908,.031184,.020424,.0010033,4.4974E-5,.095951,.025142,.040274,1.4537E-6,18.814,135.79,TNO,"Otto Matic",1480,2013-08-11,2017-08-30,32,,,4,.1382,,,,,,,,,
