which_des,which_obj,which_resonance,which_conditions_checked
K02G32S,1066,other,0
K02G32W,1067,other,0
K02GG6H,1068,32,0
K02PE9O,1069,not_resonant,none
K02PE9P,1070,not_resonant,none
K02PE9R,1071,not_resonant,none
K02PF0G,1072,other,0
K02PF5D,1073,not_resonant,none
K02PH0R,1074,not_resonant,none
K02PH0S,1075,not_resonant,none
K02PH0U,1076,21,0
K02PH0X,1077,not_resonant,none
K02PH0Y,1078,not_resonant,none
K02PH0Z,1079,not_resonant,none
K02PH1A,1080,not_resonant,none
K02PH1C,1081,not_resonant,none
K02TU1H,1082,32,0
K02VD0E,1083,not_resonant,none
K02VD0F,1084,not_resonant,none
K02VD0V,1085,other,0
K02VD0X,1086,32,0
K02VD1B,1087,not_resonant,none
K02VD1D,1088,not_resonant,none
K02VD1F,1089,not_resonant,none
K02VD8D,1090,32,0
K02W21L,1091,not_resonant,none
K02X91E,1092,not_resonant,none
K03FC7J,1093,not_resonant,none
K03FC7L,1094,32,0
K03FC7M,1095,not_resonant,none
K03FC8D,1096,not_resonant,none
K03FC9H,1097,not_resonant,none
K03FC9Z,1098,not_resonant,none
K03FD0A,1099,not_resonant,none
K03G55F,1100,not_resonant,none
K03H56X,1101,not_resonant,none
K03H56Z,1102,not_resonant,none
K03H57A,1103,32,0
K03H57F,1104,32,0
K03H57H,1105,not_resonant,none
K03H57M,1106,not_resonant,none
K03H57O,1107,not_resonant,none
K03K20O,1108,not_resonant,none
K03L07A,1109,other,0
K03L09D,1110,not_resonant,none
K03Q90T,1111,not_resonant,none
K03Q90X,1112,not_resonant,none
K03Q90Y,1113,not_resonant,none
K03Q91D,1114,not_resonant,none
K03Q91E,1115,not_resonant,none
K03Q91F,1116,not_resonant,none
K03Q91G,1117,not_resonant,none
K03Q91J,1118,not_resonant,none
K03Q91L,1119,not_resonant,none
K03Q91M,1120,not_resonant,none
K03Q91N,1121,not_resonant,none
K03Q91P,1122,other,0
K03Q91S,1123,not_resonant,none
K03Q91X,1124,other,0
K03QB2B,1125,not_resonant,none
K03QB2E,1126,not_resonant,none
K03SV7O,1127,32,0
K03T58J,1128,not_resonant,none
K03T58K,1129,not_resonant,none
K03T58L,1130,not_resonant,none
K03UT1T,1131,not_resonant,none
K03UT1V,1132,not_resonant,none
K03UT1Y,1133,not_resonant,none
K03UT1Z,1134,not_resonant,none
K03UT2B,1135,not_resonant,none
K03UT2N,1136,not_resonant,none
K03UT2P,1137,21,0
K03UT2V,1138,32,0
K03UT3K,1139,not_resonant,none
K03Uf4A,1140,other,0
K03WJ1A,1141,32,0
K03WJ3O,1142,32,0
K03YH9J,1143,not_resonant,none
K03YH9K,1144,not_resonant,none
K03YH9M,1145,not_resonant,none
K03YH9N,1146,not_resonant,none
K03YH9P,1147,not_resonant,none
K03YH9R,1148,not_resonant,none
K03YH9S,1149,not_resonant,none
K03YH9T,1150,not_resonant,none
K03YH9V,1151,not_resonant,none
K03YH9X,1152,not_resonant,none
K04D64H,1153,not_resonant,none
K04D64M,1154,not_resonant,none
K04D71M,1155,not_resonant,none
K04D77G,1156,not_resonant,none
K04E95S,1157,not_resonant,none
K04E95V,1158,32,0
K04E96G,1159,52,0
K04E96J,1160,32,0
K04FG4W,1161,32,0
K04H78X,1162,32,1
K04H78Y,1163,32,0
K04H78Z,1164,32,0
K04H79A,1165,32,0
K04H79B,1166,32,0
K04H79C,1167,not_resonant,none
K04H79D,1168,not_resonant,none
K04H79E,1169,not_resonant,none
K04H79G,1170,not_resonant,none
K04H79H,1171,not_resonant,none
K04H79K,1172,not_resonant,none
K04H79L,1173,not_resonant,none
K04H79M,1174,other,0
K04H79O,1175,52,0
K04H79Q,1176,not_resonant,none
K04K18V,1177,not_resonant,none
K04K18Z,1178,52,0
K04K19B,1179,32,0
K04K19C,1180,32,0
K04K19D,1181,not_resonant,none
K04K19E,1182,not_resonant,none
K04K19F,1183,not_resonant,none
K04K19G,1184,not_resonant,none
K04K19H,1185,not_resonant,none
K04K19J,1186,not_resonant,none
K04K19K,1187,not_resonant,none
K04K19L,1188,21,0
K04K19M,1189,21,0
K04L31W,1190,not_resonant,none
K04M08S,1191,32,0
K04M08T,1192,not_resonant,none
K04M08U,1193,not_resonant,none
K04M08V,1194,not_resonant,none
K04O14J,1195,not_resonant,none
K04O15P,1196,not_resonant,none
K04O15Q,1197,other,0
K04O15S,1198,not_resonant,none
K04PA7S,1199,not_resonant,none
K04PA7X,1200,not_resonant,none
K04PA7Z,1201,not_resonant,none
K04PA8B,1202,not_resonant,none
K04PB2D,1203,not_resonant,none
K04PB7T,1204,not_resonant,none
K04PB7U,1205,not_resonant,none
K04PB7V,1206,not_resonant,none
K04PB7W,1207,not_resonant,none
K04PB7X,1208,not_resonant,none
K04PB7Y,1209,not_resonant,none
K04Q29E,1210,not_resonant,none
K04Q29G,1211,not_resonant,none
K04Q29H,1212,not_resonant,none
K04S60C,1213,other,0
K04TS2E,1214,not_resonant,none
K04TZ7X,1215,other,0
K04U10D,1216,not_resonant,none
K04U10S,1217,32,0
K04V75U,1218,other,0
K04V75Z,1219,32,0
K04V78K,1220,21,0
K04VD0U,1221,other,0
K04VD0V,1222,32,0
K04VD0X,1223,32,0
K04VD0Y,1224,32,0
K04VD0Z,1225,32,0
K04VD1D,1226,not_resonant,none
K04VD1E,1227,other,0
K04VD1F,1228,other,0
K04VD1G,1229,not_resonant,none
K04VD1H,1230,not_resonant,none
K04VD1M,1231,not_resonant,none
K04VD1U,1232,not_resonant,none
K04XJ0X,1233,not_resonant,none
K05B49V,1234,not_resonant,none
K05B49W,1235,not_resonant,none
K05C81D,1236,32,0
K05C81E,1237,not_resonant,none
K05C81F,1238,other,0
K05ET6E,1239,not_resonant,none
K05EU3M,1240,not_resonant,none
K05EU4F,1241,not_resonant,none
K05EV8B,1242,not_resonant,none
K05EV8C,1243,not_resonant,none
K05EV8W,1244,not_resonant,none
K05EV8X,1245,32,0
K05GI6X,1246,not_resonant,none
K05GI7A,1247,32,0
K05GI7C,1248,not_resonant,none
K05GI7D,1249,not_resonant,none
K05GI7F,1250,32,0
K05GK6X,1251,other,0
K05GL0V,1252,32,0
K05GM8H,1253,other,0
K05JH4Z,1254,not_resonant,none
K05JH7H,1255,not_resonant,none
K05JI5Y,1256,not_resonant,none
K05JI6B,1257,not_resonant,none
K05JI6J,1258,not_resonant,none
K05JI6K,1259,not_resonant,none
K05L54A,1260,not_resonant,none
K05L54B,1261,not_resonant,none
K05L54C,1262,not_resonant,none
K05NC5U,1263,not_resonant,none
K05NC5V,1264,other,0
K05P21K,1265,not_resonant,none
K05P21L,1266,not_resonant,none
K05P21S,1267,not_resonant,none
K05P21T,1268,not_resonant,none
K05T53N,1269,not_resonant,none
K05TI9V,1270,32,0
K05VC2Z,1271,other,0
K05VC3A,1272,32,0
K06A98K,1273,not_resonant,none
K06A98L,1274,not_resonant,none
K06A98M,1275,not_resonant,none
K06A98N,1276,not_resonant,none
K06A98O,1277,not_resonant,none
K06BS4R,1278,not_resonant,none
K06BS4S,1279,not_resonant,none
K06C69H,1280,not_resonant,none
K06HC2N,1281,not_resonant,none
K06HC2P,1282,not_resonant,none
K06HC2T,1283,32,0
K06HC2W,1284,not_resonant,none
K06HC2Y,1285,not_resonant,none
K06HC2Z,1286,not_resonant,none
K06HC3A,1287,not_resonant,none
K06HC3B,1288,not_resonant,none
K06HC3C,1289,other,0
K06HC3E,1290,not_resonant,none
K06J58U,1291,not_resonant,none
K06J58V,1292,not_resonant,none
K06QI0P,1293,not_resonant,none
K06QI0S,1294,not_resonant,none
K06QI0Z,1295,not_resonant,none
K06QI1A,1296,not_resonant,none
K06QI1B,1297,not_resonant,none
K06QI1F,1298,not_resonant,none
K06QI1G,1299,not_resonant,none
K06QI1H,1300,not_resonant,none
K06QI1R,1301,not_resonant,none
K06Sa9F,1302,other,0
K06Sf5E,1303,not_resonant,none
K06Sf5F,1304,not_resonant,none
K06Sf5G,1305,not_resonant,none
K06Sf5H,1306,not_resonant,none
K06TC1K,1307,32,0
K06TD0O,1308,other,0
K06TD0P,1309,32,0
K06WJ5S,1310,32,0
K06WK6F,1311,not_resonant,none
K06WK6G,1312,not_resonant,none
K07B81O,1313,not_resonant,none
K07C66J,1314,not_resonant,none
K07C79Q,1315,not_resonant,none
K07C79R,1316,not_resonant,none
K07C79S,1317,not_resonant,none
K07DA1S,1318,not_resonant,none
K07F51M,1319,not_resonant,none
K07F51N,1320,other,0
K07F51O,1321,not_resonant,none
K07F51P,1322,not_resonant,none
K07H90V,1323,not_resonant,none
K07J45F,1324,32,0
K07L38E,1325,not_resonant,none
K07L38F,1326,other,0
K07L38G,1327,52,0
K07L38H,1328,not_resonant,none
K07L38J,1329,not_resonant,none
K07RV4L,1330,not_resonant,none
K07RW6W,1331,not_resonant,none
K07RW6X,1332,not_resonant,none
K07RW6Y,1333,not_resonant,none
K07RW6Z,1334,not_resonant,none
K07Tf8B,1335,not_resonant,none
K07Tf8D,1336,not_resonant,none
K07Th1V,1337,32,0
K07Th4C,1338,other,0
K07VU2J,1339,not_resonant,none
K07VU2K,1340,not_resonant,none
K08AB8Q,1341,not_resonant,none
K08AD8U,1342,not_resonant,none
K08J41O,1343,not_resonant,none
K08TN9A,1344,32,0
K08UX2A,1345,other,0
K09DE3J,1346,other,0
K09DE3L,1347,not_resonant,none
K09DE3N,1348,32,0
K09DE3R,1349,not_resonant,none
K09DE3S,1350,not_resonant,none
K09J18Z,1351,32,0
K09J19E,1352,32,0
K09K30K,1353,not_resonant,none
K09K30N,1354,other,0
K09K30O,1355,not_resonant,none
K09M10F,1356,not_resonant,none
K09M10G,1357,21,0
K09UF6F,1358,not_resonant,none
K09X26M,1359,other,0
K09Y19G,1360,52,0
K09Y26R,1361,not_resonant,none
K09Y26S,1362,other,0
K09Y26T,1363,32,0
K09Y32K,1364,not_resonant,none
K10AF3V,1365,32,0
K10DA6F,1366,not_resonant,none
K10E65Q,1367,other,0
K10ED9L,1368,32,0
K10F86X,1369,not_resonant,none
K10JC4J,1370,not_resonant,none
K10JC4K,1371,not_resonant,none
K10JL0J,1372,not_resonant,none
K10JL5E,1373,not_resonant,none
K10K39Z,1374,not_resonant,none
K10LD6B,1375,32,0
K10MB6R,1376,other,0
K10P66T,1377,other,0
K10P75U,1378,other,0
K10Q07Q,1379,not_resonant,none
K10R45M,1380,not_resonant,none
K10R45N,1381,not_resonant,none
K10R64F,1382,not_resonant,none
K10R64N,1383,not_resonant,none
K10RI8D,1384,not_resonant,none
K10RI8F,1385,not_resonant,none
K10RJ0J,1386,not_resonant,none
K10RJ0K,1387,32,0
K10S41B,1388,32,0
K10T00J,1389,not_resonant,none
K10TI2J,1390,32,0
K10TI2L,1391,not_resonant,none
K10TI2N,1392,32,0
K10TI2P,1393,not_resonant,none
K10TJ1S,1394,other,0
K10TJ2A,1395,not_resonant,none
K10TJ2D,1396,not_resonant,none
K10TJ2E,1397,not_resonant,none
K10TJ2F,1398,not_resonant,none
K10TJ2G,1399,not_resonant,none
K10TJ2K,1400,not_resonant,none
K10TJ5S,1401,32,0
K10V11R,1402,not_resonant,none
K10VM4X,1403,not_resonant,none
K10VP3D,1404,not_resonant,none
K10VP3E,1405,not_resonant,none
K10W09G,1406,not_resonant,none
K10W75M,1407,not_resonant,none
K10X91E,1408,not_resonant,none
K11BG3R,1409,not_resonant,none
K11BG3S,1410,not_resonant,none
K11BG3T,1411,not_resonant,none
K11BG3U,1412,not_resonant,none
K11BH0N,1413,not_resonant,none
K11BH0O,1414,not_resonant,none
K11BH0P,1415,other,0
K11CB9W,1416,other,0
K11CB9X,1417,not_resonant,none
K11CB9Y,1418,other,0
K11E90Z,1419,not_resonant,none
K11H60O,1420,other,0
K11H83P,1421,not_resonant,none
K11HA2M,1422,not_resonant,none
K11HA2Z,1423,not_resonant,none
K11HA3F,1424,not_resonant,none
K11HA3J,1425,not_resonant,none
K11HA3K,1426,not_resonant,none
K11HA4N,1427,32,0
K11J31W,1428,not_resonant,none
K11J31X,1429,not_resonant,none
K11J31Y,1430,not_resonant,none
K11J32A,1431,not_resonant,none
K11L29J,1432,not_resonant,none
K11M11V,1433,not_resonant,none
K11O60B,1434,not_resonant,none
K11R00S,1435,not_resonant,none
K11SS1W,1436,not_resonant,none
K11Uf0P,1437,32,0
K11Uf0Q,1438,32,0
K11Uf0R,1439,32,0
K11Uf0S,1440,32,0
K11Uf0U,1441,32,0
K11Uf0V,1442,32,0
K11Uf0W,1443,32,0
K11Uf0X,1444,32,0
K11Uf0Z,1445,32,0
K11Uf1A,1446,32,0
K11Uf1B,1447,not_resonant,none
K11Uf1D,1448,32,0
K11Uf1F,1449,21,0
K11Uf1G,1450,21,0
K11Uf1H,1451,other,0
K11Uf1J,1452,other,0
K11Uf1M,1453,other,0
K11Uf1O,1454,other,0
K11Uf1P,1455,other,0
K11Uf1Q,1456,not_resonant,none
K11Uf1R,1457,not_resonant,none
K11Uf1S,1458,other,0
K11Uf1T,1459,52,0
K11Uf1U,1460,not_resonant,none
K11Uf1Y,1461,not_resonant,none
K11Uf1Z,1462,not_resonant,none
K11Uf2B,1463,not_resonant,none
K11Uf2C,1464,not_resonant,none
K11Uf2D,1465,not_resonant,none
K11Uf2E,1466,not_resonant,none
K11Uf2G,1467,not_resonant,none
K11Uf2J,1468,not_resonant,none
K11Uf2K,1469,not_resonant,none
K11Uf2L,1470,not_resonant,none
K11Uf2O,1471,not_resonant,none
K11Uf2P,1472,not_resonant,none
K11Uf2Q,1473,other,0
K11Uf2R,1474,not_resonant,none
K11Uf2S,1475,not_resonant,none
K11Uf2Z,1476,other,0
K11Uf3A,1477,other,0
K11Uf3J,1478,not_resonant,none
K11Uf3K,1479,not_resonant,none
K11V24Z,1480,not_resonant,none
K11WF7J,1481,other,0
K11WI8W,1482,not_resonant,none
K12A25Z,1483,not_resonant,none
K12BF4V,1484,not_resonant,none
K12BF4Y,1485,other,0
K12D98Z,1486,not_resonant,none
K12DA6Q,1487,other,0
K12DC1V,1488,not_resonant,none
K12E18E,1489,not_resonant,none
K12F87N,1490,32,0
K12G17X,1491,not_resonant,none
K12H85E,1492,other,3
K12H87W,1493,other,0
K12H87X,1494,other,0
K12O06L,1495,not_resonant,none
K12S67B,1496,not_resonant,none
K12TW4C,1497,other,0
K12TW4D,1498,32,0
K12TW4E,1499,not_resonant,none
K12TW4F,1500,not_resonant,none
K12TZ9F,1501,not_resonant,none
K12UH7G,1502,32,0
K12UH7K,1503,not_resonant,none
K12UH7L,1504,not_resonant,none
K12UH7N,1505,not_resonant,none
K12UH7P,1506,not_resonant,none
K12UH7Q,1507,not_resonant,none
K12UH7R,1508,other,0
K12UH7V,1509,other,0
K12UH8D,1510,52,0
K12UI5D,1511,not_resonant,none
K12UI5E,1512,not_resonant,none
K12VB6B,1513,not_resonant,none
K12VC8R,1514,not_resonant,none
K12W37D,1515,not_resonant,none
K12W37E,1516,21,0
K12W37F,1517,32,0
K12W37G,1518,not_resonant,none
K12XF7R,1519,21,0
K12XF9W,1520,32,0
K12Y09O,1521,other,0
K12Y12F,1522,not_resonant,none
K12Y12G,1523,32,0
K13AI3R,1524,other,0
K13AI3S,1525,not_resonant,none
K13B78K,1526,not_resonant,none
K13CD4A,1527,not_resonant,none
K13CO2Z,1528,not_resonant,none
K13EE9M,1529,not_resonant,none
K13EF4J,1530,not_resonant,none
K13F28A,1531,not_resonant,none
K13F28D,1532,32,0
K13F28G,1533,not_resonant,none
K13F28H,1534,not_resonant,none
K13F28K,1535,not_resonant,none
K13F28M,1536,not_resonant,none
K13F28N,1537,not_resonant,none
K13F28O,1538,21,0
K13F28Q,1539,not_resonant,none
K13GD6O,1540,not_resonant,none
K13GD6Q,1541,not_resonant,none
K13GD6S,1542,52,0
K13GD6X,1543,21,0
K13GD6Y,1544,52,0
K13GD7C,1545,not_resonant,none
K13GD7E,1546,32,0
K13GD7F,1547,32,0
K13GD7G,1548,32,0
K13GD7H,1549,32,0
K13GD7J,1550,32,0
K13GD7L,1551,32,0
K13GD7M,1552,not_resonant,none
K13GD7O,1553,not_resonant,none
K13GD7P,1554,not_resonant,none
K13GD7R,1555,not_resonant,none
K13GD7S,1556,not_resonant,none
K13GD7U,1557,not_resonant,none
K13GD7X,1558,not_resonant,none
K13GD7Y,1559,not_resonant,none
K13GD7Z,1560,not_resonant,none
K13GD8B,1561,not_resonant,none
K13GD8C,1562,not_resonant,none
K13GD8D,1563,not_resonant,none
K13GD8E,1564,not_resonant,none
K13GD8F,1565,not_resonant,none
K13GD8G,1566,not_resonant,none
K13GD8J,1567,not_resonant,none
K13GF8M,1568,not_resonant,none
K13GF8N,1569,32,0
K13HF6R,1570,other,0
K13HF6S,1571,not_resonant,none
K13HF6W,1572,32,0
K13J63U,1573,not_resonant,none
K13J63V,1574,not_resonant,none
K13J63W,1575,not_resonant,none
K13J64F,1576,52,0
K13J64K,1577,52,0
K13J64L,1578,not_resonant,none
K13J64O,1579,not_resonant,none
K13J64P,1580,not_resonant,none
K13J64Q,1581,not_resonant,none
K13J64R,1582,not_resonant,none
K13J64S,1583,not_resonant,none
K13J64U,1584,not_resonant,none
K13J64Z,1585,32,0
K13J65A,1586,32,0
K13J65B,1587,32,0
K13J65C,1588,32,0
K13J65D,1589,32,0
K13J65E,1590,32,0
K13J65F,1591,32,0
K13J65G,1592,32,0
K13J65H,1593,32,0
K13J65M,1594,not_resonant,none
K13J65Q,1595,not_resonant,none
K13J65R,1596,not_resonant,none
K13J65S,1597,not_resonant,none
K13J65T,1598,not_resonant,none
K13J65W,1599,21,0
K13J67X,1600,not_resonant,none
K13K18Y,1601,other,0
K13L35U,1602,not_resonant,none
K13L35Y,1603,not_resonant,none
K13L36Z,1604,52,0
K13M18R,1605,32,0
K13N24M,1606,not_resonant,none
K13N33U,1607,not_resonant,none
K13P74U,1608,not_resonant,none
K13P74W,1609,not_resonant,none
K13P74X,1610,32,0
K13P76S,1611,other,0
K13P84D,1612,not_resonant,none
K13Q95P,1613,not_resonant,none
K13Q99R,1614,not_resonant,none
K13QA3X,1615,not_resonant,none
K13R98B,1616,other,0
K13R98D,1617,32,0
K13R98P,1618,not_resonant,none
K13R98Q,1619,not_resonant,none
K13R98R,1620,not_resonant,none
K13RA8X,1621,not_resonant,none
K13RA8Y,1622,not_resonant,none
K13RA8Z,1623,52,0
K13RA9B,1624,not_resonant,none
K13RA9C,1625,32,0
K13RA9D,1626,not_resonant,none
K13RA9E,1627,other,0
K13RA9F,1628,not_resonant,none
K13RA9G,1629,not_resonant,none
K13RA9H,1630,other,0
K13RA9J,1631,not_resonant,none
K13RA9K,1632,not_resonant,none
K13RA9L,1633,not_resonant,none
K13RA9M,1634,other,0
K13RA9N,1635,not_resonant,none
K13RA9O,1636,not_resonant,none
K13RA9P,1637,not_resonant,none
K13RA9Q,1638,other,0
K13RA9R,1639,not_resonant,none
K13RA9S,1640,not_resonant,none
K13RA9T,1641,not_resonant,none
K13RC4D,1642,not_resonant,none
K13RC4E,1643,not_resonant,none
K13RC4F,1644,not_resonant,none
K13RC4G,1645,not_resonant,none
K13RC4H,1646,not_resonant,none
K13RC4J,1647,not_resonant,none
K13RC4K,1648,32,0
K13RC4L,1649,other,0
K13RC4M,1650,other,0
K13RC4N,1651,not_resonant,none
K13RC4O,1652,not_resonant,none
K13RC4P,1653,not_resonant,none
K13RC4Q,1654,not_resonant,none
K13RC4R,1655,not_resonant,none
K13RC4S,1656,not_resonant,none
K13RC4T,1657,other,0
K13RC4U,1658,not_resonant,none
K13RC4V,1659,not_resonant,none
K13RC4W,1660,other,0
K13RC4X,1661,32,0
K13RC8T,1662,not_resonant,none
K13RC8U,1663,not_resonant,none
K13RC8V,1664,other,0
K13RC8W,1665,not_resonant,none
K13RF5Q,1666,not_resonant,none
K13RF5R,1667,not_resonant,none
K13RF5S,1668,not_resonant,none
K13RF5T,1669,not_resonant,none
K13RF5U,1670,not_resonant,none
K13RF5V,1671,not_resonant,none
K13RF5X,1672,not_resonant,none
K13RF5Y,1673,other,0
K13RF5Z,1674,not_resonant,none
K13RF6A,1675,not_resonant,none
K13RF6B,1676,not_resonant,none
K13RF6D,1677,not_resonant,none
K13RF6E,1678,not_resonant,none
K13RF6F,1679,32,0
K13RF6G,1680,32,0
K13RF6H,1681,32,0
K13RF6O,1682,not_resonant,none
K13RF6P,1683,not_resonant,none
K13RF6Q,1684,32,0
K13RF6R,1685,other,0
K13RF6S,1686,not_resonant,none
K13RF6T,1687,not_resonant,none
K13RF6U,1688,not_resonant,none
K13RF6V,1689,other,0
K13RF6W,1690,not_resonant,none
K13RF6X,1691,not_resonant,none
K13RF6Y,1692,not_resonant,none
K13RF6Z,1693,not_resonant,none
K13RF7A,1694,not_resonant,none
K13RF7B,1695,32,0
K13RF7C,1696,32,0
K13RF7D,1697,other,0
K13RF7E,1698,not_resonant,none
K13RF7F,1699,other,0
K13RF7G,1700,not_resonant,none
K13RF7H,1701,not_resonant,none
K13RF7L,1702,not_resonant,none
K13RF7M,1703,not_resonant,none
K13RF7O,1704,not_resonant,none
K13RF7P,1705,other,0
K13RF7Q,1706,other,0
K13RF7R,1707,not_resonant,none
K13RF7S,1708,not_resonant,none
K13RF7T,1709,not_resonant,none
K13RF7U,1710,not_resonant,none
K13RF7V,1711,not_resonant,none
K13RF7W,1712,not_resonant,none
K13RF7X,1713,not_resonant,none
K13RF7Y,1714,other,0
K13RF8A,1715,not_resonant,none
K13RF8B,1716,not_resonant,none
K13RF8C,1717,other,0
K13RF8D,1718,not_resonant,none
K13RF8E,1719,not_resonant,none
K13RF8F,1720,not_resonant,none
K13RF8G,1721,not_resonant,none
K13RF8J,1722,not_resonant,none
K13RF8K,1723,not_resonant,none
K13RF8L,1724,not_resonant,none
K13RF8M,1725,not_resonant,none
K13RF8N,1726,not_resonant,none
K13RF8O,1727,not_resonant,none
K13RF8P,1728,not_resonant,none
K13RF8Q,1729,not_resonant,none
K13RF8T,1730,not_resonant,none
K13S99Z,1731,not_resonant,none
K13SA0J,1732,not_resonant,none
K13SA0K,1733,not_resonant,none
K13SA0L,1734,not_resonant,none
K13SA0M,1735,not_resonant,none
K13SA0N,1736,not_resonant,none
K13SA0O,1737,not_resonant,none
K13SA0P,1738,not_resonant,none
K13SA0Q,1739,21,0
K13SA0R,1740,not_resonant,none
K13SA0S,1741,not_resonant,none
K13SA0T,1742,not_resonant,none
K13SA0U,1743,other,0
K13SA0V,1744,not_resonant,none
K13SA0W,1745,not_resonant,none
K13SA0X,1746,not_resonant,none
K13SA0Y,1747,not_resonant,none
K13SA0Z,1748,not_resonant,none
K13SA1A,1749,21,0
K13SA1B,1750,other,0
K13SA1C,1751,not_resonant,none
K13SA1D,1752,not_resonant,none
K13SA1E,1753,not_resonant,none
K13SA1F,1754,not_resonant,none
K13SA1G,1755,not_resonant,none
K13SA2G,1756,not_resonant,none
K13SA2H,1757,not_resonant,none
K13SA2J,1758,other,0
K13SA2K,1759,other,0
K13SA2M,1760,not_resonant,none
K13SA2N,1761,not_resonant,none
K13SA2O,1762,32,0
K13SA2P,1763,32,0
K13SA2Q,1764,other,0
K13SA2R,1765,other,0
K13SA2S,1766,not_resonant,none
K13SA2T,1767,not_resonant,none
K13SA6D,1768,not_resonant,none
K13SA6E,1769,not_resonant,none
K13SA6F,1770,not_resonant,none
K13SA6G,1771,not_resonant,none
K13SA6H,1772,21,0
K13SA6J,1773,not_resonant,none
K13SA6K,1774,not_resonant,none
K13SA6L,1775,not_resonant,none
K13SA6M,1776,not_resonant,none
K13SA6N,1777,not_resonant,none
K13SB1Y,1778,not_resonant,none
K13SB2A,1779,not_resonant,none
K13SB2B,1780,not_resonant,none
K13SB2C,1781,not_resonant,none
K13SB2D,1782,other,0
K13SB2E,1783,other,0
K13SB2F,1784,not_resonant,none
K13SB2G,1785,other,0
K13SB2H,1786,not_resonant,none
K13SB2J,1787,not_resonant,none
K13SB2K,1788,not_resonant,none
K13SB2L,1789,other,0
K13SB2M,1790,not_resonant,none
K13SB2N,1791,not_resonant,none
K13SB2O,1792,not_resonant,none
K13SB2P,1793,other,0
K13SB2Q,1794,not_resonant,none
K13SB2S,1795,not_resonant,none
K13SB2T,1796,not_resonant,none
K13SB2U,1797,32,0
K13SB2V,1798,not_resonant,none
K13SB2W,1799,not_resonant,none
K13SB2X,1800,other,0
K13SB2Y,1801,not_resonant,none
K13SB2Z,1802,not_resonant,none
K13SB3A,1803,not_resonant,none
K13SB3B,1804,not_resonant,none
K13SB3D,1805,not_resonant,none
K13SB3E,1806,other,0
K13SB3F,1807,32,0
K13SB3G,1808,not_resonant,none
K13SB3H,1809,not_resonant,none
K13TF9M,1810,not_resonant,none
K13TH1X,1811,other,0
K13TH1Y,1812,32,0
K13TH1Z,1813,not_resonant,none
K13TH2A,1814,32,0
K13TH2B,1815,other,0
K13TH2C,1816,not_resonant,none
K13TH2D,1817,not_resonant,none
K13TH2E,1818,not_resonant,none
K13TH2F,1819,not_resonant,none
K13TH2G,1820,21,0
K13TH2H,1821,other,0
K13TH2J,1822,not_resonant,none
K13TH2K,1823,not_resonant,none
K13TH2L,1824,not_resonant,none
K13TH2M,1825,other,0
K13TI7B,1826,not_resonant,none
K13TI7C,1827,other,3
K13TI7D,1828,not_resonant,none
K13TI7E,1829,not_resonant,none
K13TI7F,1830,other,0
K13TI7G,1831,21,0
K13TI7H,1832,not_resonant,none
K13TI7J,1833,not_resonant,none
K13TI7K,1834,not_resonant,none
K13TI7L,1835,32,0
K13TI7M,1836,other,0
K13TI7N,1837,other,0
K13TI7O,1838,32,0
K13TI7P,1839,not_resonant,none
K13TI7Q,1840,not_resonant,none
K13TI7R,1841,not_resonant,none
K13TI7S,1842,other,0
K13TI7T,1843,not_resonant,none
K13TI7U,1844,32,0
K13TI7V,1845,not_resonant,none
K13TI7W,1846,not_resonant,none
K13TI7X,1847,not_resonant,none
K13TI7Y,1848,not_resonant,none
K13TI7Z,1849,other,0
K13TI8B,1850,32,0
K13TI8C,1851,not_resonant,none
K13TI8D,1852,not_resonant,none
K13TI8E,1853,32,0
K13TI8F,1854,not_resonant,none
K13TM7K,1855,not_resonant,none
K13TM7L,1856,not_resonant,none
K13TM7N,1857,not_resonant,none
K13TM7P,1858,not_resonant,none
K13TM7Q,1859,not_resonant,none
K13TM7R,1860,32,0
K13TM7S,1861,not_resonant,none
K13TM7T,1862,not_resonant,none
K13TM7U,1863,not_resonant,none
K13TM7V,1864,32,0
K13TM7X,1865,other,0
K13TM7Y,1866,not_resonant,none
K13TM7Z,1867,not_resonant,none
K13TM8A,1868,not_resonant,none
K13TM8B,1869,52,0
K13TM8C,1870,not_resonant,none
K13TM8D,1871,21,0
K13TM8E,1872,32,0
K13TM8F,1873,not_resonant,none
K13TM8G,1874,21,0
K13TM8H,1875,21,0
K13TM8J,1876,not_resonant,none
K13TM8K,1877,21,0
K13TM8L,1878,21,0
K13TM8M,1879,not_resonant,none
K13TM8N,1880,not_resonant,none
K13TM8O,1881,not_resonant,none
K13TM8P,1882,not_resonant,none
K13TM8Q,1883,other,0
K13TM8S,1884,not_resonant,none
K13TM8T,1885,not_resonant,none
K13TM8U,1886,not_resonant,none
K13TM8W,1887,not_resonant,none
K13TM8X,1888,not_resonant,none
K13TM8Y,1889,not_resonant,none
K13TM8Z,1890,not_resonant,none
K13TM9A,1891,not_resonant,none
K13TM9B,1892,not_resonant,none
K13TM9C,1893,21,0
K13TM9D,1894,not_resonant,none
K13TM9E,1895,32,0
K13TM9G,1896,not_resonant,none
K13TM9H,1897,not_resonant,none
K13TM9J,1898,not_resonant,none
K13TM9M,1899,not_resonant,none
K13TM9N,1900,not_resonant,none
K13TM9O,1901,not_resonant,none
K13TM9P,1902,not_resonant,none
